index;type;number;name;digit1;digit2;dimensions;surface;elevation;lat;lng;reference;region
457;LAD;2686;DANOR S.A.;18;36;900x30;TIERRA;176 mts.;352048,00S;0640728,00W;2 Km al SW de ALTA ITALIA, Provincia de LA PAMPA;DRCE
458;LAD;2687;MIRANDA JORGE;18;36;1100x40;TIERRA;124 mts.;333948,00S;0622532,00W;3 Km al SW de ARIAS, Provincia de CÓRDOBA;DRNO
459;LAD;2689;EA. KILGRUMAN;01;19;1200x25;TIERRA;115 mts.;332742,00S;0621709,00W;5 Km al NW de CAVANAGH, Provincia de CÓRDOBA;DRCE
460;LAD;2690;EA. EL QUEBRACHO;03;21;740x35;TIERRA;63 mts.;303500,00S;0584930,00W;23 Km al SSW de SAN JOSE DE FELICIANO, Provincia de ENTRE RÍOS;DRCE
461;LAD;2691;EA. LOS PERALES;01;19;993x30;TIERRA;64 mts.;311157,00S;0582344,00W;20 Km al WSW de CHARRUAS, Provincia de ENTRE RÍOS;DRCE
462;LAD;2692;EA. LA GUARIDA;18;36;1800x30;TIERRA;95 mts.;282251,00S;0621110,00W;13 Km al NW de LOS JURIES, Provincia de SANTIAGO DEL ESTERO;DRNO
463;LAD;2693;AERONORTE SRL;04;22;990x30;TIERRA;109 mts.;270441,00S;0611547,00W;17 Km al NW de LAS BREÑAS, Provincia de CHACO;DRNE
464;LAD;2694;CAMPO SANTA CATALINA;03;21;1100x40;TIERRA;76 mts.;343724,00S;0600556,00W;3 Km al WSW de RAWSON, Provincia de BUENOS AIRES;DRCE
465;LAD;2695;EA. EL BONETE;18;36;1430x40;TIERRA;146 mts.;375328,00S;0583953,00W;30 Km al NNE de LOBERÍA, Provincia de BUENOS AIRES;DRCE
466;LAD;2696;EL RAIGON;04;22;1300x60;TIERRA;10 mts.;311032,00S;0595543,00W;2 Km al NNE de PIEDRAS BLANCAS, Provincia de ENTRE RÍOS;DRCE
467;LAD;2697;EO. EL DESCANSO;10;28;1400x40;TIERRA;107 mts.;343040,00S;0622004,00W;8 Km al NNE de PICHINCHA, Provincia de BUENOS AIRES;DRCE
468;LAD;2698;EA. LAS ISLETAS;04;22;800x25;TIERRA;383 mts.;342944,00S;0652337,00W;17 Km al SSW de LA NAGELINA, Provincia de SAN LUIS;DRNO
469;LAD;2699;EA. GUAZU CUA;10;28;1100x40;TIERRA;103 mts.;252808,00S;0584223,00W;6 Km al ESE de LA LOMA, Provincia de FORMOSA;DRNE
470;LAD;2700;EA. DON ROBERTO DE MONTE LIMPIO S.A.;12;30;1000x40;TIERRA;95 mts.;300944,00S;0580920,00W;8 Km al NW de PEDRO COLODERO, Provincia de CORRIENTES;DRNE
471;LAD;2701;LAGUNA LIMPIA;05;23;850x20;TIERRA;60 mts.;283513,00S;0602559,00W;86 Km al E de VILLA MINETTI, Provincia de SANTA FE;DRNE
472;LAD;2702;LA CRUZ;04;22;850x25;TIERRA;64 mts.;285746,00S;0604440,00W;60 Km al W de GARABATO, Provincia de SANTA FE;DRNE
473;LAD;2703;EA. EL TUYUTI;10;28;1000x30;TIERRA;125 mts.;340702,00S;0625025,00W;16 Km al NE de LEGUIZAMON, Provincia de CÓRDOBA;DRNO
474;LAD;2704;EA. LA VENANCIA;13;31;1760x40;TIERRA;90 mts.;380449,00S;0575949,00W;"15 Km al WNW de CMTE NICANOR OTAMENDI,
Provincia de BUENOS AIRES";DRCE
475;LAD;2705;EO. LOS PATOS;18;36;610x20;TIERRA;128 mts.;350649,00S;0633602,00W;15 Km al N de INTENDENTE ALVEAR, Provincia de LA PAMPA;DRCE
476;LAD;2706;EO. LA ESCONDIDA;02;20;650x30;TIERRA;40 mts.;294359,00S;0591258,00W;43 Km al NE de ESQUINA, Provincia de CORRIENTES;DRNE
477;LAD;2707;CAMPO SAN EDUARDO;01;19;900x40;TIERRA;90 mts.;344853,00S;0614251,00W;17,5 Km al WNW de LINCOLN, Provincia de BUENOS AIRES;DRCE
478;LAD;2708;EA. LA MERCED;01;19;1152x32;TIERRA;66 mts.;323403,00S;0611657,00W;11 Km al NW de TOTORAS, Provincia de SANTA FE;DRCE
479;LAD;2709;RIO UNIÓN;09;27;1000x30;TIERRA;697 mts.;445151,00S;0713954,00W;68 Km al WNW de ALTO RÍO SENGUER, Provincia de CHUBUT;DRSU
480;LAD;2710;CABAÑA EL RASTREADOR;18;36;868x60;TIERRA;15 mts.;334058,00S;0633236,00W;2 Km al SSW de EL RASTREADOR, Provincia de CÓRDOBA;DRNO
481;LAD;2711;LA RIOJANA;02;20;923x30;TIERRA;301 mts.;324955,00S;0635326,00W;2 Km al SW de GRAL CABRERA, Provincia de CÓRDOBA;DRNO
482;LAD;2713;EL CUADRADO;18;36;1200x60;TIERRA;99 mts.;281643,00S;0614547,00W;39,5 Km al NE de LOS JURIES, Provincia de SANTIAGO DEL ESTERO;DRNO
483;LAD;2714;EL 38 S.A.;18;36;1200x35;TIERRA;65 mts.;274621,00S;0593706,00W;35 Km al W de BASAIL, Provincia de CHACO;DRNE
484;LAD;2715;CABAÑA LA BELLACA;08;26;870x20;TIERRA;122 mts.;363639,00S;0630030,00W;16 Km al NNW de SALLIQUELO, Provincia de BUENOS AIRES;DRCE
485;LADH;2716;BASE EUREKA;0;0;30x30;TIERRA;620 mts.;464225,00S;0701835,00W;49 Km al E de PERITO MORENO, Provincia de SANTA CRUZ;DRSU
486;LADH;2717;BASE EL RETIRO;0;0;30x30;TIERRA;736 mts.;465430,00S;0700545,00W;72 Km al ESE de PERITO MORENO, Provincia de SANTA CRUZ;DRSU
487;LAD;2718;EA. SAN EUGENIO;18;36;1100x37;TIERRA;65 mts.;282319,00S;0575237,00W;1 Km al ENE de CONCEPCIÓN , Provincia de CORRIENTES;DRNE
488;LAD;2719;EA. LAS MERCEDES;18;36;875x15;TIERRA;40 mts.;323418,00S;0594430,00W;19 Km al SSE de NOGOYA, Provincia de ENTRE RÍOS;DRCE
489;LAD;2720;HERMAR;18;36;850x24;TIERRA;170 mts.;382629,00S;0615857,00W;9 Km al NW de CABILDO, Provincia de BUENOS AIRES;DRCE
490;LAD;2721;EA. LOS CERRITOS;09;27;1000x20;TIERRA;222 mts.;370419,00S;0644414,00W;21 Km al W de QUEHUE, Provincia de LA PAMPA;DRCE
491;LADH;2723;BASE NAVAL MAR DEL PLATA 1;0;0;25x30;TIERRA;7 mts.;380216,70S;0573219,00W;2 Km al S de MAR DEL PLATA, Provincia de BUENOS AIRES;DRCE
492;LADH;2724;BASE NAVAL MARDEL PLATA 2;0;0;50x80;TIERRA;7 mts.;380218,00S;0573220,00W;2 Km al S de MAR DEL PLATA, Provincia de BUENOS AIRES;DRCE
493;LAD;2725;QUISCA LORO;01;19;1345x30;TIERRA;450 mts.;254734,00S;0641823,00W;0 Km al E de EL BORDO ABAJO, Provincia de SALTA;DRNO
494;LAD;2726;GASTRE;08;26;1226x30;TIERRA;1075 mts.;421635,00S;0691341,00W;1 Km al SSW de GASTRE, Provincia de CHUBUT;DRSU
495;LAD;2728;EL PAIRIRI;18;36;1200x20;TIERRA;29 mts.;303327,00S;0593033,00W;22 Km al NE de LA PAZ, Provincia de ENTRE RÍOS;DRCE
496;LAD;2729;EA. DON REMIGIO;02;20;1208x15;TIERRA;111 mts.;353059,00S;0631628,00W;9 Km al ENE de GONZALEZ MORENO, Provincia de BUENOS AIRES;DRCE
497;LAD;2730;EA. LOS POZOS;18;36;1600x60;TIERRA;236 mts.;244309,00S;0630258,00W;62 Km al SSW de RIVADAVIA, Provincia de SALTA;DRNO
498;LAD;2732;CAMPO YAQUICHO;01;19;1187x20;TIERRA;381 mts.;275359,22S;0652033,54W;22 Km al N de LOS ALTOS, Provincia de CATAMARCA;DRNO
499;LAD;2733;BIONDI WENSESLAO ESCALANTE;01;19;1200x25;TIERRA;100 mts.;331056,00S;0624408,00W;2 Km al SE de ESCALANTE, Provincia de CÓRDOBA;DRNO
500;LAD;2734;CABO CURIOSO;09;27;1500x25;TIERRA;700 mts.;455431,00S;0682641,00W;60 Km al E de SARMIENTO, Provincia de CHUBUT;DRSU
501;LADH;2735;LOS HORCONES;0;0;20x20;TIERRA;2950 mts.;324840,00S;0695633,00W;1 Km al E de PARAJE LOS HORCONES, Provincia de MENDOZA;DRNO
502;LADH;2736;CONFLUENCIA;0;0;20x20;TIERRA;3410 mts.;324531,00S;0695801,00W;1 Km al E de CONFLUENCIA, Provincia de MENDOZA;DRNO
503;LADH;2737;PLAZA DE MULAS;0;0;20x20;TIERRA;4370 mts.;323859,00S;0700326,00W;1 Km al E de PLAZA DE MULAS, Provincia de MENDOZA;DRNO
504;LADH;2738;NIDO DE CONDORES;0;0;20x20;TIERRA;5560 mts.;323816,00S;0700117,00W;1 Km al E de NIDO DE CONDORES, Provincia de MENDOZA;DRNO
505;LADH;2739;PLAZA ARGENTINA;0;0;20x20;TIERRA;4190 mts.;323847,00S;0695640,00W;1 Km al E de PLAZA ARGENTINA, Provincia de MENDOZA;DRNO
506;LADH;2740;PAMPA DE LAS LEÑAS;0;0;20x20;TIERRA;2800 mts.;324508,00S;0694826,00W;1 Km al E de PAMPA DE LEÑAS, Provincia de MENDOZA;DRNO
507;LAD;2741;LAS AGUILAS;12;30;1096x19;TIERRA;327 mts.;381415,00S;0613135,00W;32 Km al SW de CNEL PRINGLES, Provincia de BUENOS AIRES;DRCE
508;LAD;2742;EA. LA JOSEFINA;13;31;1100x30;TIERRA;274 mts.;375522,00S;0622614,00W;19 Km al SW de DUFAUR, Provincia de BUENOS AIRES;DRCE
509;LAD;2743;COMANDANCIA FRIAS;16;34;1140x23;TIERRA;186 mts.;243421,00S;0621405,00W;6 Km al S de FRIAS, Provincia de CHACO;DRNO
510;LADH;2744;ACA-DELTA;0;0;25x25;TIERRA;3 mts.;342235,00S;0583955,00W;12 Km al NW de SAN FERNANDO, Provincia de BUENOS AIRES;DRCE
511;LAD;2745;EL PORVENIR DE NAICO;09;27;1280x30;TIERRA;260 mts.;365433,00S;0643807,00W;10 Km al W de NAICO, Provincia de LA PAMPA;DRCE
512;LADH;2747;FINCA ALTOS DE JULIANA;0;0;50x50;TIERRA;950 mts.;320243,00S;0650116,00W;10 Km al SSE de YACANTO SAN JAVIER, Provincia de CÓRDOBA;DRNO
513;LADH;2748;LAS TECAS;0;0;150x150;TIERRA;800 mts.;314752,00S;0643125,00W;2,5 Km al SW de VILLA CIUDAD AMERICA, Provincia de CÓRDOBA;DRNO
514;LADH;2749;TERMINAL ZARATE;0;0;40x40;TIERRA;30 mts.;340358,45S;0590201,90W;2 Km al E de ZÁRATE, Provincia de BUENOS AIRES;DRCE
515;LAD;2750;EO. SAN VICENTE;03;21;1200x18;TIERRA;674 mts.;262817,00S;0651202,00W;40 Km al N de TUCUMAN, Provincia de TUCUMAN;DRNO
516;LAD;2751;SAN DAMIAN;18;36;1000x25;TIERRA;280 mts.;245331,00S;0632829,00W;70 Km al NE de JOAQUIN V GONZALEZ, Provincia de SALTA;DRNO
517;LAD;2752;EO. LOS CACTUS;14;32;700x30;TIERRA;65 mts.;311645,00S;0600040,00W;6 Km al SSW de HERNANDARIAS, Provincia de ENTRE RÍOS;DRCE
518;LAD;2753;EA. LA SARAH;18;36;1350x50;TIERRA;125 mts.;320416,00S;0624243,00W;22 Km al S de LAS VARILLAS, Provincia de CÓRDOBA;DRNO
519;LAD;2754;EA. LAS LOMAS;02;20;1250x85;TIERRA;320 mts.;341459,00S;0650328,00W;16,5 Km al NW de VILLA VALERIA, Provincia de CÓRDOBA;DRNO
520;LAD;2755;GENERAL CABRERA / MANIAGRO;01;19;1139x29;TIERRA;297 mts.;324655,00S;0635147,00W;2,5 Km al NW de GENERAL CABRERA, Provincia de CÓRDOBA;DRNO
521;LAD;2756;FREYRE / EO. SAN MIGUEL;01;19;750x30;TIERRA;109 mts.;311333,00S;0621252,00W;13 Km al SW de FREYRE, Provincia de CÓRDOBA;DRNO
522;LAD;2757;EL MORTERITO;11;29;2000x30;TIERRA;809 mts.;282745,00S;0661757,00W;10 Km al SW de POMAN, Provincia de CATAMARCA;DRNO
523;LAD;2758;EO. EL TRAJIN;05;23;1500x40;TIERRA;88 mts.;340358,00S;0613046,00W;11 Km al SE de VILLA CAÑAS, Provincia de SANTA FE;DRCE
524;LAD;2759;EO. LAS ISLETAS;09;27;1025x21;TIERRA;16 mts.;393929,00S;0621046,00W;46 Km al SE de PEDRO LURO, Provincia de BUENOS AIRES;DRCE
525;LAD;2760;PISTA SANTA SYLVINA;01;19;1200x23;TIERRA;74 mts.;275036,00S;0610950,00W;3 Km al SW de SANTA SYLVINA, Provincia de CHACO;DRNE
526;LADH;2761;SANTA SYLVINA;0;0;25x25;TIERRA;74 mts.;274944,00S;0610734,00W;1 Km al E de SANTA SYLVINA, Provincia de CHACO;DRNE
527;LAD;2762;LOS CORRENTINOS;18;36;810x30;TIERRA;90 mts.;263856,00S;0591350,00W;11,7 Km al WNW de PAMPA ALMIRÓN, Provincia de CHACO;DRNE
528;LAD;2763;CAMPO EL COMEDERO;18;36;1300x20;TIERRA;527 mts.;281005,00S;0651327,00W;4 Km al N de LAS CAÑAS, Provincia de CATAMARCA;DRNO
529;LAD;2764;COLAZO-VOLANDO;01;19;1100x20;TIERRA;229 mts.;320219,00S;0632237,00W;7 Km al SE de COLAZO, Provincia de CÓRDOBA;DRNO
530;LAD;2766;EA. EL TIGRE;18;36;1200x50;TIERRA;181 mts.;354025,00S;0640937,00W;3,5 Km al NW de TRENEL, Provincia de LA PAMPA;DRCE
531;LAD;2767;EA. LA MERCEDES;05;23;1200x25;TIERRA;117 mts.;365517,00S;0622746,00W;PARTIR  Km al NW de GUAMINI, Provincia de BUENOS AIRES;DRCE
532;LAD;2768;CAMPO SANTA ANA;11;29;1400x30;TIERRA;73 mts.;353415,00S;0614440,00W;30 Km al NW de PEHUAJO, Provincia de BUENOS AIRES;DRCE
533;LAD;2769;EA. LA ESCONDIDA;1,331;422;"850X15
1250X30";TIERRA;352 mts.;373918,00S;0644752,00W;36 Km al SW de GRAL ACHA, Provincia de LA PAMPA;DRCE
534;LAD;2770;LA CHARQUEADA;01;19;1200x40;TIERRA;296 mts.;242950,00S;0634123,00W;31,6 Km al SE de APOLINARÍO SARAVIA, Provincia de SALTA;DRNO
535;LAD;2771;LOS PIRPINTOS;18;36;1100x26;TIERRA;190 mts.;261356,00S;0620123,00W;10 Km al SE de LOS PIRPINTOS, Provincia de SANTIAGO DEL ESTERO;DRNO
536;LAD;2772;SANTA FELICITAS;18;36;1170x20;TIERRA;130 mts.;345433,00S;0633814,00W;15 Km al SSE de ONAGOITY, Provincia de CÓRDOBA;DRCE
537;LAD;2773;EA. EL PERICON;01;19;1224x36;TIERRA;241 mts.;330313,00S;0634421,00W;6 Km al SW de BENGOLEA, Provincia de CÓRDOBA;DRNO
538;LAD;2774;LAS PEÑAS SUD / EA. LA MOROCHA;01;19;600x25;TIERRA;455 mts.;323449,00S;0640719,00W;5 Km al SSW de PEÑAS SUR, Provincia de CÓRDOBA;DRNO
539;LAD;2775;URANGA / EA. SAN NICOLAS;04;22;1070x25;TIERRA;61 mts.;331711,00S;0604023,00W;4 Km al SE de URANGA, Provincia de SANTA FE;DRCE
540;LAD;2776;MIRAMAR/RUMACHELLA;01;19;540x30;TIERRA;80 mts.;305552,00S;0624009,00W;2 Km al SE de MIRAMAR, Provincia de CÓRDOBA;DRNO
541;LADH;2778;ESTACION TRANSFORMADORA COBOS;0;0;19x16;TIERRA;741 mts.;244438,00S;0650243,00W;4 Km al ESE de COBOS, Provincia de SALTA;DRNO
542;LAD;2779;EL ZAINO;09;27;900x40;TIERRA;138 mts.;260109,00S;0611508,00W;47 Km al NNE de FRENTONES, Provincia de CHACO;DRNE
543;LAD;2780;AGROPECUARIA LA ALAMEDA;06;24;1500x28;TIERRA;118 mts.;253244,00S;0623642,00W;65 Km al E de TACO POZO, Provincia de CHACO;DRNO
544;LAD;2782;EL AROMO;01;19;700x35;TIERRA;127 mts.;333404,00S;0624022,00W;5 Km al NW de ALEJO LEDESMA, Provincia de CÓRDOBA;DRNO
545;LAD;2783;LAS TOLDERIAS;18;36;1000x40;TIERRA;440 mts.;282119,00S;0650402,00W;5 Km al NE de TAPSO, Provincia de SANTIAGO DEL ESTERO;DRNO
546;LAD;2784;LA VIZCACHERA;18;36;1200x30;TIERRA;151 mts.;342717,00S;0634349,00W;13,9 Km al N de SAN JOAQUIN, Provincia de CÓRDOBA;DRNO
547;LAD;2785;FINCA POZO DEL MULATO;06;24;1200x20;TIERRA;303 mts.;232312,00S;0641022,00W;10 Km al SE de PICHANAL, Provincia de SALTA;DRNO
548;LADH;2786;CEVYCA;0;0;20x20;TIERRA;15 mts.;344053,00S;0584459,00W;2,5 Km al SW de MERLO, Provincia de BUENOS AIRES;DRCE
549;LAD;2787;MITIKILE;15;33;30x900;TIERRA;98 mts.;345854,00S;0614922,00W;5 Km al SW de ARENAZA, Provincia de BUENOS AIRES;DRCE
550;LAD;2788;BOUQUET;10;28;844x33;TIERRA;128 mts.;322509,00S;0614740,00W;8 Km al E de BOUQUET, Provincia de SANTA FE;DRCE
551;LAD;2789;SAN JOAQUIN II;10;28;1450x30;TIERRA;21 mts.;304159,00S;0600603,00W;11 Km al NW de COLONIA SAN JOAQUIN, Provincia de SANTA FE;DRCE
552;LAD;2790;PILAR S.A.;18;36;1200x30;TIERRA;201 mts.;262725,00S;0625113,00W;14 Km al N de CAMPO GALLO, Provincia de SANTIAGO DEL ESTERO;DRNO
553;LAD;2791;EA. EL RENACIMIENTO;18;36;1000x30;TIERRA;113 mts.;345757,00S;0624737,00W;21 Km al NE de GENERAL VILLEGAS, Provincia de BUENOS AIRES;DRCE
554;LAD;2792;LAS DELICIAS;07;25;1040x43;TIERRA;124 mts.;250848,00S;0603254,00W;33 Km al SW de POZO DEL TIGRE, Provincia de FORMOSA;DRNE
555;LAD;2793;ZAÑARTU;18;36;1100x40;TIERRA;275 mts.;343638,00S;0645957,00W;30 Km al SW de VILLA VALERIA, Provincia de CÓRDOBA;DRNO
556;LAD;2794;EL DANUBIO / LA DULCE;02;20;1250x30;TIERRA;90 mts.;381853,00S;0590330,00W;13 Km al SE de NICANOR OLIVERA, Provincia de BUENOS AIRES;DRCE
557;LAD;2796;EA. LA PORTEÑA;18;36;623x26;TIERRA;130 mts.;344711,00S;0632351,00W;12 Km al SE de BOUCHARD, Provincia de CÓRDOBA;DRCE
558;LAD;2797;LA ADELINA;18;36;750x30;TIERRA;302 mts.;381222,00S;0651452,00W;35 Km al SE de LIHUEL CALEL, Provincia de LA PAMPA;DRCE
559;LAD;2798;EO. SANTA ROSA;05;23;960x23;TIERRA;217 mts.;370745,00S;0594117,00W;4,5 Km al NW de PABLO ACOSTA, Provincia de BUENOS AIRES;DRCE
560;LAD;2799;EO. 10 DE SEPTIEMBRE;523;1,432;"612x20
598x20";TIERRA;118 mts.;382406,00S;0600536,00W;16 Km al E de TRES ARROYOS, Provincia de BUENOS AIRES;DRCE
561;LAD;2800;FINCA PORVENIR 8;01;19;1500x22;TIERRA;528 mts.;250001,00S;0642051,00W;26,7 Km al SW de PIQUETE CABADO, Provincia de SALTA;DRNO
562;LAD;2801;FINCA SURI POZO;01;19;1400x20;TIERRA;428 mts.;250512,00S;0641339,00W;11 Km al W de JOAQUIN V GONZALEZ, Provincia de SALTA;DRNO
563;LAD;2802;CABAÑA LOS GATOS;02;20;1980x20;TIERRA;167 mts.;270841,00S;0614554,00W;45 Km al NNW de GANCEDO, Provincia de SANTIAGO DEL ESTERO;DRNO
564;LAD;2803;FINCA PORVENIR 5;01;19;1500x22;TIERRA;416 mts.;245459,00S;0635926,00W;22 Km al ESE de PIQUETE CABADO, Provincia de SALTA;DRNO
565;LAD;2804;EA. PICHICO;04;22;1300x30;TIERRA;303 mts.;381719,00S;0612811,00W;34 Km al SW de CORONEL PRINGLES, Provincia de BUENOS AIRES;DRCE
566;LAD;2805;EA. EL RETIRO;18;36;1228x16;TIERRA;316 mts.;352506,00S;0651656,00W;33 Km al S de NUEVA GALIA , Provincia de SAN LUIS;DRNO
567;LAD;2806;TACO POZO;18;36;1200x23;TIERRA;258 mts.;253720,00S;0631414,00W;3 Km al E de TACO POZO, Provincia de CHACO;DRNO
568;LAD;2808;EA. EL TRANQUILO;09;27;1000x30;TIERRA;437 mts.;475611,00S;0702908,00W;"93 Km al NNW de GOBERNADOR GREGORES,
Provincia de SANTA CRUZ";DRSU
569;LAD;2809;EA. LAS MARIAS;10;28;1200x24;TIERRA;645 mts.;322814,00S;0660457,00W;2,5 Km al NW de LENADRO N ALEM, Provincia de SAN LUIS;DRNO
570;LAD;2810;EA. LA PAZ;01;19;1332x20;TIERRA;160 mts.;331240,00S;0631232,00W;5 Km al SE de SANTA EUFEMIA, Provincia de CÓRDOBA;DRNO
571;LAD;2811;EA. EL DESCANSO;04;22;1000x30;TIERRA;111 mts.;360316,00S;0631229,00W;24 Km al NNW de CARLOS PELLEGRINI , Provincia de BUENOS AIRES;DRCE
572;LAD;2812;EA. SAN FERNANDO;02;20;900x30;TIERRA;45 mts.;323801,00S;0595006,00W;25 Km al SSW de NOGOYA, Provincia de ENTRE RÍOS;DRCE
573;LAD;2813;EA. LA ESMERALDA;826;1,735;"1190x50
1190x50";TIERRA;81 mts.;293847,00S;0614526,00W;17 Km al SW de LOGROÑO, Provincia de SANTA FE;DRCE
574;LAD;2814;EO. DON CORTO;02;20;1300x60;TIERRA;274 mts.;270542,00S;0642709,00W;8 Km al NNE de POZO HONDO, Provincia de SANTIAGO DEL ESTERO;DRNO
575;LAD;2815;EA. LAS CABEZAS;09;27;1200x45;TIERRA;29 mts.;325520,00S;0593132,00W;32 Km al NW de GUALEGUAY, Provincia de ENTRE RÍOS;DRCE
576;LAD;2816;GOBERNADOR PIEDRABUENA;03;21;977x25;TIERRA;384 mts.;264438,59S;0643857,91W;1 Km al S de GOBERNADOR PIEDRABUENA, Provincia de TUCUMAN;DRNO
577;LAD;2817;SAN GABRIEL;16;34;1600x20;TIERRA;392 mts.;235842,00S;0640009,60W;9 Km al SE de MARTNEZ TINEO, Provincia de SALTA;DRNO
578;LAD;2818;FALUCHO;18;36;980x50;TIERRA;156 mts.;351026,02S;0640745,79W;3 Km al NW de FALUCHO, Provincia de LA PAMPA;DRCE
579;LAD;2819;CENTELLA;18;36;1400x60;TIERRA;23 mts.;324346,07S;0582705,72W;13 Km al SW de COLONIA ELIA, Provincia de ENTRE RÍOS;DRCE
580;LAD;2820;EA. LOS PORTEÑOS;02;20;1300x20;TIERRA;240 mts.;343545,30S;0644308,30W;33 Km al NW de VILLA HUIDOBRO, Provincia de CÓRDOBA;DRNO
581;LAD;2822;VILLA CASA DE PIEDRA;04;22;1250x30;ASFALTO;331 mts.;380617,00S;0671222,00W;7,5 Km al NW de VILLA CASA DE PIEDRA, Provincia de LA PAMPA;DRCE
582;LAD;2823;LA HUMADA;09;27;1250x30;ASFALTO;812 mts.;362045,20S;0675902,50W;3 Km al E de LA HUMADA, Provincia de LA PAMPA;DRCE
583;LAD;2824;TALI SUMAJ;03;21;1400x40;TIERRA;260 mts.;290220,43S;0645609,63W;19 Km al SE de SAN ANTONIO, Provincia de CATAMARCA;DRNO
584;LAD;2825;EA. SANTA ELENA;04;22;1200x35;TIERRA;136 mts.;363744,08S;0602613,80W;30 Km al NW de OLAVARRIA, Provincia de BUENOS AIRES;DRCE
585;LAD;2826;EA. SAN MIGUEL-BS.AS.;09;27;700x30;TIERRA;64 mts.;373315,45S;0581001,10W;34 Km al NNE de BALCARCE, Provincia de BUENOS AIRES;DRCE
586;LAD;2827;EL RESUEYO;13;31;1096x30;TIERRA;358 mts.;381237,26S;0620042,84W;22 Km al SE de TORNQUIST, Provincia de BUENOS AIRES;DRCE
587;LAD;2828;EL MANZANO;08;26;900x15;TIERRA;1662 mts.;333625,00S;0692205,00W;34 Km al SW de TUPUNGATO, Provincia de MENDOZA;DRNO
588;LAD;2829;CUMELEN;14;32;700x20;TIERRA;76 mts.;384811,16S;0613845,60W;33 Km al WSW de CORONEL DORREGO, Provincia de BUENOS AIRES;DRCE
589;LAD;2830;EO. CURUPI PORA;06;24;1200x18;TIERRA;80 mts.;282118,00S;0582729,00W;37 Km al NE de SAN ROQUE, Provincia de CORRIENTES;DRNE
590;LADH;2831;UNIDAD REGIONAL II DE POLCIA;0;0;14x14;TIERRA;40 mts.;325936,00S;0604029,00W;5 Km al S de ROSARÍO, Provincia de SANTA FE;DRCE
591;LAD;2832;EA. MIRAFLORES;05;23;1550x40;TIERRA;584 mts.;252040,72S;0644046,39W;5 Km al NW de EL GALPON, Provincia de SALTA;DRNO
592;LAD;2833;LA ALMITA;02;20;774x15;TIERRA;60 mts.;281831,00S;0595107,00W;30 Km al NW de VILLA ANA, Provincia de SANTA FE;DRNE
593;LAD;2834;TECNODESIERTO;14;32;1400x17;TIERRA;922 mts.;282046,00S;0665421,00W;25 Km al NNW de AIMOGASTA, Provincia de LA RÍOJA;DRNO
594;LADH;2835;EO. LA BELGICA;0;0;6x6;CONCRETO;107 mts.;345231,00S;0614552,00W;21 Km al W de LINCOLN, Provincia de BUENOS AIRES;DRCE
595;LAD;2836;FINCA SAN BARTOLO;02;20;1150x20;TIERRA;272 mts.;241628,75S;0634207,49W;30 Km al ESE de GENERAL PIZARRO, Provincia de SALTA;DRNO
596;LAD;2837;TELSEN;09;27;1000x30;TIERRA;380 mts.;422618,00S;0665730,00W;1 Km al W de TELSEN, Provincia de CHUBUT;DRSU
597;LADH;2838;BLUE;0;0;70x40;TIERRA;12 mts.;353258,80S;0575913,80W;4 Km al NE de CHASCOMUS, Provincia de BUENOS AIRES;DRCE
598;LAD;2839;SALTA FORESTAL - ECO DESARROLLO;01;19;1600x22;TIERRA;357 mts.;245637,68S;0635146,81W;33 Km al NE de JOAQUIN V GONZALEZ, Provincia de SALTA;DRNO
599;LAD;2840;CURUZÚ CUATIÁ / EA. EL YAGUARÍ;06;24;1250x20;TIERRA;68 mts.;293936,44S;0575405,64W;20 Km al NE de CURUZÚ CUATÍA, Provincia de CORRIENTES;DRNE
600;LAD;2841;CERRO NEGRO;07;25;1500x45;TIERRA;588 mts.;464958,05S;0701755,40W;54 Km al SE de PERITO MORENO, Provincia de SANTA CRUZ;DRSU
601;LAD;2842;EO. EL PALOMAR;12;30;923x50;TIERRA;99 mts.;252740,40S;0592816,55W;17 Km al NW de PALO SANTO, Provincia de FORMOSA;DRNE
602;LAD;2843;LAGO CHOLILA;09;27;500x18;TIERRA;546 mts.;422751,50S;0713600,50W;15 Km al WNW de CHOLILA, Provincia de CHUBUT;DRSU
603;LAD;2844;BAJADA DEL RADAL;04;22;700x20;TIERRA;675 mts.;422437,00S;0712225,00W;12 Km al NE de CHOLILA, Provincia de CHUBUT;DRSU
604;LAD;2845;MUNICIPALIDAD DE LOS ANTIGUOS;12;30;900x25;TIERRA;284 mts.;463324,36S;0713643,86W;1 Km al SE de LOS ANTIGUOS, Provincia de SANTA CRUZ;DRSU
605;LAD;2846;EO. LA GLEBA;18;36;960x43;TIERRA;293 mts.;354651,48S;0650417,03W;15 Km al SW de LA MARUJA, Provincia de LA PAMPA;DRNO
606;LAD;2847;EA. LAS PALMAS;220;1,836;"1373x35
850x26";TIERRA;121 mts.;335543,27S;0623051,40W;26 Km al NW de SANCTI SPIRITU, Provincia de SANTA FE;DRCE
607;LAD;2848;EA EL SALADERO;11;29;1217x16;TIERRA;828 mts.;382723,10S;0703139,50W;15 Km al NW de LAS LAJAS, Provincia de NEUQUEN;DRCE
608;LAD;2849;LA ADELA;11;29;1250x30;ASFALTO;92 mts.;385415,90S;0640531,10W;9 Km al N de LA ADELA , Provincia de LA PAMPA;DRCE
